P_Pos, P_Vel, Altitude, Pressure, Acc_X, Acc_Y, Acc_Z, Latitude, Longitude, Altitude_GPS, LOCK, Satellites, q_w, q_x, q_y, q_z
-0.08,-0.01,-0.11,1016.481,-0.001699,0.004559,-0.009144,0.000000,0.000000,0.00,0,0,0.340,0.003,-0.027,-0.940
-0.08,-0.01,-0.11,1016.481,-0.000753,0.000535,-0.000369,0.000000,0.000000,0.00,0,0,0.340,0.003,-0.027,-0.940
-0.08,-0.01,-0.02,1016.470,0.002776,0.000906,0.001419,0.000000,0.000000,0.00,0,0,0.340,0.003,-0.027,-0.940
-0.08,-0.01,-0.02,1016.470,-0.000857,0.002697,0.006865,0.000000,0.000000,0.00,0,0,0.340,0.003,-0.027,-0.940
-0.08,-0.01,-0.12,1016.483,-0.000377,-0.002222,-0.001198,0.000000,0.000000,0.00,0,0,0.340,0.003,-0.027,-0.940
-0.08,-0.01,-0.12,1016.483,-0.001862,0.005537,-0.008701,0.000000,0.000000,0.00,0,0,0.339,0.003,-0.027,-0.940
-0.08,-0.01,-0.17,1016.488,-0.001683,0.006128,-0.002856,0.000000,0.000000,0.00,0,0,0.339,0.003,-0.027,-0.940
-0.08,-0.01,-0.17,1016.488,-0.000459,0.002052,0.001772,0.000000,0.000000,0.00,0,0,0.339,0.003,-0.027,-0.940
-0.08,-0.01,-0.09,1016.478,0.001579,-0.001166,0.001740,0.000000,0.000000,0.00,0,0,0.339,0.003,-0.027,-0.941
-0.08,-0.01,-0.09,1016.478,0.006640,0.003124,0.007771,0.000000,0.000000,0.00,0,0,0.338,0.003,-0.027,-0.941
-0.08,-0.01,-0.06,1016.475,-0.002931,-0.002401,-0.006141,0.000000,0.000000,0.00,0,0,0.338,0.003,-0.027,-0.941
-0.08,-0.01,-0.06,1016.475,0.003733,0.003671,-0.007004,0.000000,0.000000,0.00,0,0,0.338,0.003,-0.027,-0.941
-0.08,-0.01,0.01,1016.467,-0.004942,0.000730,-0.010010,0.000000,0.000000,0.00,0,0,0.337,0.003,-0.027,-0.941
-0.08,-0.01,0.01,1016.467,-0.000594,0.001089,0.003538,0.000000,0.000000,0.00,0,0,0.337,0.003,-0.027,-0.941
-0.08,-0.01,-0.00,1016.467,0.007903,0.004219,0.009715,0.000000,0.000000,0.00,0,0,0.337,0.003,-0.027,-0.941
-0.08,-0.01,-0.07,1016.477,0.004254,-0.000753,-0.002855,0.000000,0.000000,0.00,0,0,0.337,0.003,-0.027,-0.941
-0.08,-0.01,-0.09,1016.477,-0.003735,-0.001001,-0.003040,0.000000,0.000000,0.00,0,0,0.336,0.003,-0.027,-0.941
-0.08,-0.01,-0.09,1016.478,-0.000619,0.004862,-0.000560,0.000000,0.000000,0.00,0,0,0.336,0.003,-0.027,-0.941
-0.08,-0.01,-0.09,1016.478,-0.003330,-0.000005,-0.005272,0.000000,0.000000,0.00,0,0,0.336,0.003,-0.027,-0.942
-0.08,-0.01,-0.14,1016.485,-0.008897,0.000947,0.003843,0.000000,0.000000,0.00,0,0,0.336,0.003,-0.027,-0.942
-0.08,-0.01,-0.14,1016.485,0.002149,0.003863,0.007393,0.000000,0.000000,0.00,0,0,0.335,0.003,-0.027,-0.942
