P_Pos, P_Vel, Altitude, Pressure, Acc_X, Acc_Y, Acc_Z, Latitude, Longitude, GPS_Altitude, Lock, Satellites
-15.10,-1.42,-7.992561,1014.779236,0.253152,-0.080933,0.067364,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.10,-1.43,-7.906769,1014.768921,0.216213,-0.098377,-0.087136,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.09,-1.45,-7.906769,1014.768921,0.057775,-0.060510,-0.112567,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.09,-1.45,-7.849396,1014.761963,-0.018633,0.024595,-0.007302,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.09,-1.45,-7.849396,1014.761963,-0.029927,0.054674,-0.021189,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.08,-1.46,-7.863106,1014.763611,0.065342,0.034962,-0.074643,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.08,-1.48,-7.863106,1014.763611,0.115779,0.010369,-0.140627,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.08,-1.51,-7.814880,1014.757813,0.065056,-0.024930,-0.201572,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.07,-1.55,-7.814880,1014.757813,0.014258,-0.040592,-0.226957,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.07,-1.59,-7.880875,1014.765808,0.013840,-0.070790,-0.271152,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.07,-1.63,-7.880875,1014.765808,0.060516,-0.100375,-0.248204,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.07,-1.66,-7.822495,1014.758728,0.097129,-0.101926,-0.183656,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.07,-1.68,-7.822495,1014.758728,0.155397,-0.111975,-0.103945,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.07,-1.68,-7.835693,1014.760315,0.139761,-0.071151,-0.042005,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.07,-1.69,-7.835693,1014.760315,0.086539,-0.054739,-0.044545,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.08,-1.70,-7.822495,1014.758728,0.073991,-0.089426,-0.089756,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.08,-1.69,-7.822495,1014.758728,0.132945,-0.068833,0.030413,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.08,-1.68,-7.822495,1014.758728,0.112603,-0.066303,0.020463,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.08,-1.68,-7.822495,1014.758728,0.067389,-0.013250,0.030244,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.08,-1.66,-7.888489,1014.766724,0.025504,0.033426,0.070048,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.08,-1.64,-7.888489,1014.766724,-0.010196,0.039231,0.072431,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.08,-1.63,-7.914886,1014.766724,0.045470,0.000169,0.071389,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.08,-1.61,-7.914886,1014.769897,0.123203,-0.051621,0.062246,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.08,-1.61,-7.914886,1014.769897,0.166506,-0.084871,0.004313,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.08,-1.60,-7.941795,1014.773132,0.176866,-0.050579,0.027897,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.08,-1.58,-7.941795,1014.773132,0.076738,-0.007519,0.114546,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.08,-1.53,-7.928596,1014.771545,-0.020358,0.029597,0.247482,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.07,-1.48,-7.928596,1014.771545,-0.047790,0.015777,0.262763,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.07,-1.46,-7.941795,1014.773132,0.021246,-0.134228,0.109789,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.07,-1.45,-7.941795,1014.773132,0.112593,-0.209309,0.001555,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.07,-1.45,-7.888489,1014.766724,0.141574,-0.193840,-0.021852,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.06,-1.46,-7.888489,1014.766724,0.100013,-0.115991,-0.033626,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.06,-1.46,-7.901688,1014.768311,0.036222,-0.040197,-0.035315,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.06,-1.47,-7.901688,1014.768311,-0.013692,0.013332,-0.076245,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.05,-1.48,-7.954491,1014.774658,0.003927,0.031068,-0.078403,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.05,-1.50,-7.954491,1014.774658,0.037205,0.018572,-0.106186,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.05,-1.52,-7.954491,1014.774658,0.044004,-0.028326,-0.177658,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.05,-1.56,-7.954491,1014.774658,0.028808,-0.051977,-0.230031,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.05,-1.60,-7.967690,1014.776245,0.011791,-0.086070,-0.211748,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.05,-1.62,-7.967690,1014.776245,0.012804,-0.106483,-0.178511,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.05,-1.64,-7.967690,1014.776245,0.051089,-0.125581,-0.132141,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.05,-1.66,-7.967690,1014.776245,0.081736,-0.125027,-0.123985,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.05,-1.68,-8.020996,1014.782654,0.113801,-0.117977,-0.104909,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.05,-1.70,-8.020996,1014.782654,0.128332,-0.133671,-0.120894,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.06,-1.71,-7.989006,1014.778809,0.166298,-0.122390,-0.098151,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.06,-1.72,-7.989006,1014.778809,0.176601,-0.096867,-0.048775,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.06,-1.71,-7.970734,1014.776611,0.113919,-0.045426,-0.001904,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.06,-1.70,-7.970734,1014.776611,0.063805,-0.040946,0.076820,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.06,-1.67,-7.997643,1014.779846,0.044144,-0.081547,0.116582,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.06,-1.65,-7.997643,1014.779846,0.098432,-0.151642,0.096753,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.06,-1.64,-7.997643,1014.779846,0.078195,-0.222974,0.061578,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.06,-1.62,-7.997643,1014.779846,-0.058106,-0.157969,0.082149,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.06,-1.58,-7.965149,1014.775940,-0.074273,-0.037017,0.206615,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.06,-1.54,-7.965149,1014.775940,-0.112081,0.048987,0.218238,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.06,-1.48,-7.965149,1014.775940,-0.027963,0.115117,0.311150,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.06,-1.44,-7.965149,1014.775940,0.024945,0.042389,0.223667,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.06,-1.40,-7.917938,1014.770264,0.166740,0.004752,0.172821,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.05,-1.40,-7.917938,1014.770264,0.169478,-0.008887,-0.022136,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.05,-1.41,-7.944336,1014.773438,0.063252,0.022528,-0.067942,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.04,-1.42,-7.944336,1014.773438,-0.041588,0.036279,-0.088820,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.04,-1.43,-7.970734,1014.776611,-0.022228,0.006086,-0.030706,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.04,-1.43,-7.970734,1014.776611,0.022578,-0.004862,-0.061848,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.45,-7.912354,1014.769592,0.068379,-0.044636,-0.088920,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.47,-7.912354,1014.769592,0.009414,-0.048794,-0.145515,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.49,-7.906769,1014.768921,-0.030636,-0.076854,-0.163054,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.53,-7.906769,1014.768921,-0.008578,-0.106454,-0.197687,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.56,-7.934181,1014.772217,0.051750,-0.113288,-0.204159,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.58,-7.934181,1014.772217,0.134146,-0.088602,-0.139078,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.60,-8.058052,1014.787170,0.148358,-0.070183,-0.119364,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.61,-8.058052,1014.787170,0.179599,-0.072759,-0.067386,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.62,-8.013374,1014.781738,0.158312,-0.075311,-0.096541,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.64,-8.013374,1014.781738,0.169416,-0.117751,-0.120032,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.65,-8.013374,1014.781738,0.121503,-0.047896,-0.066003,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.66,-8.013374,1014.781738,0.058826,-0.106160,-0.106494,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.66,-8.013374,1014.781738,0.053477,-0.066848,-0.008363,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.66,-8.013374,1014.781738,0.050427,-0.069529,-0.011754,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.66,-8.013374,1014.781738,0.044090,-0.051326,-0.016333,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.66,-8.013374,1014.781738,0.066639,-0.037359,-0.002168,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.04,-1.65,-8.052467,1014.786499,0.079541,-0.034477,0.020928,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.04,-1.63,-8.052467,1014.786499,0.096102,-0.063456,0.079856,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.04,-1.61,-8.039780,1014.784912,0.097202,-0.105778,0.095043,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.04,-1.59,-8.039780,1014.784912,0.179601,-0.030335,0.091710,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.04,-1.56,-8.052467,1014.786499,-0.038067,0.049456,0.148667,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.04,-1.50,-8.052467,1014.786499,-0.100193,0.008781,0.309918,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.46,-8.119476,1014.794556,-0.157319,-0.075561,0.216456,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.42,-8.119476,1014.794556,-0.089518,-0.124865,0.211328,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.40,-8.060593,1014.787476,-0.055089,-0.192600,0.093874,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.03,-1.39,-8.060593,1014.787476,0.014160,-0.165659,0.023114,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.02,-1.39,-8.073792,1014.789063,0.028260,-0.073507,0.026929,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.02,-1.37,-8.073792,1014.789063,0.017423,-0.015224,0.098109,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.01,-1.35,-8.002716,1014.780457,-0.004423,-0.001875,0.060520,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.01,-1.35,-8.002716,1014.780457,0.022358,0.000659,-0.026199,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.01,-1.36,-8.028610,1014.783569,-0.017209,-0.023176,-0.060926,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.38,-8.028610,1014.783569,0.010353,-0.076096,-0.129812,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.41,-8.047897,1014.785889,0.022839,-0.088645,-0.174025,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.44,-8.047897,1014.785889,-0.013465,-0.086600,-0.222452,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.48,-8.174309,1014.801147,0.015017,-0.102971,-0.209287,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.51,-8.174309,1014.801147,0.085294,-0.116843,-0.174752,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.53,-8.086990,1014.790649,0.139601,-0.114889,-0.147903,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.56,-8.086990,1014.790649,0.193320,-0.129708,-0.163705,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.57,-8.113388,1014.793823,0.227582,-0.135683,-0.106204,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.58,-8.113388,1014.793823,0.165942,-0.124582,-0.082420,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.59,-8.152985,1014.798584,0.060093,-0.089829,-0.080598,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.60,-8.152985,1014.798584,0.002474,-0.049628,-0.053569,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.61,-8.219490,1014.806580,0.009839,-0.062518,-0.044118,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.60,-8.219490,1014.806580,0.052302,-0.059252,0.025904,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.59,-8.103233,1014.792603,0.085985,-0.112325,0.042851,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.58,-8.103233,1014.792603,0.064997,-0.147920,0.036438,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.56,-8.045868,1014.785645,0.005360,-0.136346,0.067312,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.54,-8.045868,1014.785645,-0.068587,-0.073430,0.122835,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.50,-8.039780,1014.784912,-0.084296,-0.024056,0.164376,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.47,-8.039780,1014.784912,-0.087680,0.021857,0.166514,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.44,-8.007790,1014.781067,-0.057771,-0.018381,0.133822,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.41,-8.007790,1014.781067,0.132990,-0.085755,0.156339,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.40,-8.034698,1014.784302,0.180070,-0.103953,0.060927,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.40,-8.034698,1014.784302,0.123239,-0.022887,-0.022804,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.40,-8.073792,1014.789063,0.051755,0.041854,-0.017395,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.39,-8.073792,1014.789063,-0.009651,0.074972,0.040737,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.97,-1.38,-8.052467,1014.786499,-0.001272,0.056901,0.009366,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.97,-1.39,-8.052467,1014.786499,0.076539,0.023402,-0.043144,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.97,-1.40,-8.132172,1014.796082,0.106119,-0.020197,-0.095579,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.97,-1.43,-8.132172,1014.796082,0.056736,-0.048375,-0.182587,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.96,-1.46,-8.259087,1014.811401,0.039491,-0.053923,-0.200063,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.96,-1.50,-8.259087,1014.811401,0.023638,-0.078262,-0.200820,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.96,-1.53,-8.185478,1014.811401,0.012909,-0.099319,-0.182539,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.96,-1.55,-8.185478,1014.802490,0.056485,-0.084092,-0.147128,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.96,-1.58,-8.224564,1014.807190,0.091698,-0.083306,-0.164386,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.96,-1.60,-8.224564,1014.807190,0.145991,-0.078032,-0.157704,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.97,-1.62,-8.224564,1014.807190,0.146012,-0.095335,-0.148729,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.97,-1.64,-8.113388,1014.793823,0.096426,-0.076215,-0.119389,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.97,-1.68,-8.113388,1014.793823,-0.097011,-0.088879,-0.220899,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.97,-1.68,-8.122017,1014.794861,0.003358,-0.070467,-0.038970,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.97,-1.69,-8.122017,1014.794861,-0.012909,-0.048472,-0.053887,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.68,-8.188011,1014.802795,-0.009517,-0.029954,0.006879,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.67,-8.188011,1014.802795,0.034308,-0.012904,0.044378,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.66,-8.254005,1014.810791,0.087056,0.002473,0.078437,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.63,-8.254005,1014.810791,0.114664,-0.079806,0.113180,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.60,-8.333206,1014.820313,0.143853,-0.129479,0.165962,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.57,-8.333206,1014.820313,0.093206,-0.110318,0.144375,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.54,-8.301224,1014.816467,-0.012025,-0.020193,0.131709,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.50,-8.301224,1014.816467,-0.142975,0.048253,0.201873,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.47,-8.314423,1014.818054,-0.179203,0.045269,0.195585,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.45,-8.314423,1014.818054,-0.073345,-0.075336,0.064723,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.45,-8.328125,1014.819702,0.034404,-0.158491,-0.008764,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.45,-8.328125,1014.819702,0.120370,-0.191949,-0.023019,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.43,-8.323051,1014.819092,0.108770,-0.101967,0.100741,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.42,-8.323051,1014.819092,-0.007321,-0.019348,0.052878,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.41,-8.274826,1014.813293,-0.035080,-0.007288,0.011809,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.42,-8.274826,1014.813293,0.027373,-0.023788,-0.056754,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.44,-8.243347,1014.809509,0.079843,-0.037451,-0.128014,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.97,-1.46,-8.243347,1014.809509,0.149097,-0.039441,-0.143630,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.97,-1.50,-8.203751,1014.804688,0.141440,-0.073239,-0.211672,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.97,-1.54,-8.203751,1014.804688,0.064688,-0.092559,-0.243186,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.97,-1.58,-8.190552,1014.803101,0.025760,-0.120894,-0.237222,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.97,-1.60,-8.190552,1014.803101,0.010305,-0.122225,-0.156135,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.63,-8.198677,1014.804077,-0.022313,-0.087894,-0.181898,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.66,-8.198677,1014.804077,0.096108,-0.102343,-0.163322,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.68,-8.237762,1014.808838,0.194001,-0.124996,-0.129917,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.69,-8.237762,1014.808838,0.224468,-0.115632,-0.076712,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.70,-8.092064,1014.791260,0.167958,-0.100143,-0.068499,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.70,-8.092064,1014.791260,0.109608,-0.052731,-0.028682,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.70,-8.180397,1014.801880,0.052981,-0.052986,-0.008525,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.68,-8.180397,1014.801880,0.044602,-0.057525,0.068566,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.66,-8.245888,1014.809814,0.087469,-0.145973,0.117929,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.63,-8.245888,1014.809814,0.067376,-0.172099,0.100005,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.62,-8.237259,1014.808777,0.030357,-0.169272,0.071608,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.60,-8.237259,1014.808777,-0.051424,-0.122457,0.093681,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.56,-8.277359,1014.813599,-0.078306,-0.055402,0.178138,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.53,-8.277359,1014.813599,-0.135045,0.015489,0.197353,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.49,-8.211365,1014.805603,-0.073328,0.002079,0.156361,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.48,-8.211365,1014.805603,0.051543,-0.049795,0.074057,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.47,-8.308327,1014.817322,0.137874,-0.003115,0.043436,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.47,-8.308327,1014.817322,0.161136,-0.005660,-0.025297,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.45,-8.249947,1014.810303,0.131200,0.035179,0.085042,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.42,-8.249947,1014.810303,0.075926,0.090396,0.131122,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.41,-8.249947,1014.810303,0.042853,0.115059,0.066615,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.42,-8.249947,1014.810303,0.098143,0.015595,-0.072819,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.44,-8.140297,1014.797058,0.083163,-0.016278,-0.143774,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.46,-8.140297,1014.797058,0.005806,-0.036884,-0.142223,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.48,-8.081406,1014.789978,-0.036217,-0.068767,-0.137481,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.51,-8.081406,1014.789978,-0.041805,-0.077552,-0.152375,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.54,-8.081406,1014.789978,0.021246,-0.082834,-0.179114,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.56,-8.081406,1014.789978,0.071756,-0.074055,-0.163913,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.58,-8.107803,1014.793152,0.104719,-0.078386,-0.117295,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.98,-1.60,-8.107803,1014.793152,0.097375,-0.069556,-0.119679,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.62,-8.134201,1014.796326,0.065380,-0.037705,-0.113128,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.63,-8.134201,1014.796326,0.120624,-0.043318,-0.090848,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.64,-8.173798,1014.801086,0.081667,-0.051702,-0.055069,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.64,-8.173798,1014.801086,0.081683,-0.127650,-0.040414,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.63,-8.201210,1014.804382,0.007954,-0.074999,0.018951,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.62,-8.201210,1014.804382,-0.052752,0.004433,0.055227,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.60,-8.227104,1014.807495,-0.030437,0.008161,0.077661,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.59,-8.227104,1014.807495,0.007969,0.016730,0.052435,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.57,-8.155525,1014.798889,0.070370,-0.007987,0.081877,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.55,-8.155525,1014.798889,0.139054,-0.095992,0.120351,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.53,-8.168724,1014.800476,0.186597,-0.142462,0.105041,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.51,-8.168724,1014.800476,0.147008,-0.074882,0.050671,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-15.00,-1.49,-8.208824,1014.805298,0.084284,-0.025101,0.097776,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.46,-8.208824,1014.805298,0.003492,0.025596,0.155427,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.44,-8.147400,1014.797913,-0.027194,-0.010030,0.112192,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.43,-8.147400,1014.797913,0.037461,-0.120063,0.032676,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.42,-8.161110,1014.799561,0.070658,-0.149216,0.060788,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
-14.99,-1.40,-8.161110,1014.799561,-0.024479,-0.064346,0.058007,0.0000000000,0.0000000000,0.000000,NOT LOCKED,0
