P_Pos, P_Vel, Altitude, Pressure, Acc_X, Acc_Y, Acc_Z, Latitude, Longitude, Altitude_GPS, LOCK, Satellites, q_w, q_x, q_y, q_z
nan,nan,-1.613190,1008.009277,0.003273,0.000483,0.043730,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.613190,1008.009277,-0.002266,-0.000022,0.041833,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.626465,1008.010864,0.006105,0.002947,0.037847,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.626465,1008.010864,-0.000530,0.001874,0.041086,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.613190,1008.009277,0.001988,0.000002,0.038614,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.613190,1008.009277,-0.000314,-0.000228,0.041323,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.542236,1008.000793,0.001940,-0.001347,0.044714,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.542236,1008.000793,-0.003929,0.002280,0.040635,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.528976,1007.999146,0.003438,0.006813,0.045698,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.528976,1007.999146,0.000572,0.001012,0.044735,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.528976,1007.999146,0.004389,0.003133,0.038598,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.528976,1007.999146,0.005606,-0.002539,0.042475,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.680054,1008.017273,0.003071,0.002446,0.033970,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.680054,1008.017273,0.002241,-0.007426,0.044938,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.732635,1008.023621,0.003517,0.007885,0.033004,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.732635,1008.023621,-0.000798,-0.003827,0.047665,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.759689,1008.026855,-0.001965,0.003318,0.038664,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.759689,1008.026855,-0.006479,-0.000499,0.043339,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.643814,1008.012939,-0.002503,0.006741,0.038680,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.643814,1008.012939,-0.003896,-0.000465,0.044289,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.631058,1008.011414,0.009776,0.001043,0.036094,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.631058,1008.011414,0.007424,-0.003367,0.050267,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.675461,1008.016724,0.003886,0.005930,0.047397,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.675461,1008.016724,0.002594,-0.007780,0.046399,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.701492,1008.019836,0.001374,0.003170,0.030814,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.701492,1008.019836,-0.000418,0.000438,0.050114,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.603485,1008.008118,0.003882,-0.004919,0.041022,49.2467079163,-123.2301483154,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.603485,1008.008118,0.001260,-0.002605,0.045938,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.590729,1008.006592,0.006462,0.006566,0.038341,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.590729,1008.006592,0.002712,-0.001642,0.042751,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.603485,1008.008118,0.001014,-0.000416,0.042284,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.603485,1008.008118,-0.005474,-0.002918,0.042831,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.631058,1008.011414,0.003718,0.002137,0.039578,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.631058,1008.011414,-0.000995,-0.000362,0.041572,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.631058,1008.011414,-0.004901,-0.003429,0.044532,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.631058,1008.011414,0.000905,-0.000295,0.048878,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.631058,1008.011414,0.000361,-0.007586,0.040073,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.631058,1008.011414,0.009885,0.000238,0.040242,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.631058,1008.011414,0.000284,0.001100,0.043518,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.675461,1008.016724,0.006733,0.004366,0.043705,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.675461,1008.016724,-0.001056,-0.004866,0.049862,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.631058,1008.011414,-0.002078,-0.000780,0.038409,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.631058,1008.011414,0.007180,-0.005810,0.043182,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.631058,1008.011414,0.001498,0.002325,0.037160,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.631058,1008.011414,-0.000099,-0.005880,0.049118,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.616760,1008.009705,0.002846,-0.000363,0.041777,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.616760,1008.009705,-0.002072,-0.002037,0.050369,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.590729,1008.006592,-0.000558,0.001976,0.042307,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.590729,1008.006592,-0.002514,-0.006069,0.042307,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.590729,1008.006592,0.003924,0.007319,0.040321,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.590729,1008.006592,-0.000941,-0.003479,0.052063,49.2467117310,-123.2301406860,75.099998,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.603485,1008.008118,0.004396,0.002232,0.034199,49.2467117310,-123.2301406860,75.300003,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.603485,1008.008118,-0.002078,0.003609,0.044769,49.2467117310,-123.2301406860,75.300003,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.657089,1008.014526,0.000124,0.003495,0.040351,49.2467117310,-123.2301406860,75.300003,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.657089,1008.014526,-0.000438,0.000358,0.044499,49.2467117310,-123.2301406860,75.300003,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.643814,1008.012939,0.000352,0.004425,0.037421,49.2467117310,-123.2301406860,75.300003,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.643814,1008.012939,0.001526,0.003834,0.044000,49.2467117310,-123.2301406860,75.300003,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.585114,1008.005920,-0.000417,0.006115,0.039876,49.2467117310,-123.2301406860,75.300003,LOCKED,11,0.13,0.01,-0.00,0.99
nan,nan,-1.585114,1008.005920,-0.001781,-0.004767,0.050360,49.2467117310,-123.2301406860,75.300003,LOCKED,11,0.13,0.01,-0.00,0.99
